in|0.06662239134311676, not|0.0735476166009903, a|-0.01007088366895914, lot|0.007157501764595509, of|0.015596162527799606, words|-0.028091590851545334, where|0.030322585254907608, is|0.007907762192189693, this|-0.00123865925706923, person|0.01995445229113102, cooking|0.04079556465148926, this|-0.009824379347264767, meal|0.0305845458060503	turkey	oven	0	533452
in|-0.16566315293312073, not|-0.14983327686786652, a|0.07990919798612595, lot|-0.0983247309923172, of|0.03478962928056717, words|0.08410565555095673, why|-0.2571868896484375, is|0.009636611677706242, there|0.02254600077867508, white|0.09175200015306473, on|0.026307260617613792, the|0.032443903386592865, grass|-0.06456705182790756	yes	lines	0	152019
in|-0.06932061910629272, not|-0.26716434955596924, a|0.09017777442932129, lot|-0.0012352350167930126, of|0.02170136570930481, words|-0.1791105717420578, is|0.009521725587546825, this|-0.03179694339632988, the|-0.025061823427677155, apartment|0.08185455203056335, of|-0.06454786658287048, someone|-0.03686046972870827, old|0.13366450369358063	yes	no	0	460312
in|0.017142286524176598, not|0.03434726595878601, a|-0.003815616015344858, lot|0.009760047309100628, of|0.007279808633029461, words|0.05776193365454674, are|0.005188450682908297, the|-0.003594106761738658, drinks|0.01547391526401043, vodka|0.01462546270340681, and|-0.001340304035693407, orange|0.02717534452676773, juice|0.07403110712766647	tropicana	no	0	76384
in|-0.06754021346569061, not|0.05198879912495613, a|0.045560963451862335, lot|-0.006004012189805508, of|0.03343673795461655, words|-0.30910587310791016, what|0.14879663288593292, seating|0.32005250453948975, area|0.0476149283349514, is|-0.0011088068131357431, on|0.026359518989920616, the|0.015315321274101734, right|-0.01916629821062088	bench	bench|picnic table	0	65008
in|-0.06505222618579865, not|0.12358470261096954, a|0.001956038177013397, lot|-0.061403658241033554, of|0.043142516165971756, words|0.08681372553110123, are|-0.01257860753685236, they|0.012787550687789917, all|-0.16736559569835663, wearing|0.004594525787979364, the|-0.013061843812465668, same|0.11040246486663818, color|-0.0804721862077713	yes	yes	1	352127
in|-0.017375372350215912, not|-0.025886422023177147, a|0.019816050305962563, lot|-0.015698648989200592, of|0.009034776128828526, words|-0.03306096792221069, what|0.017295824363827705, is|0.022163571789860725, the|0.011188934557139874, table|0.05141305923461914, made|0.16263802349567413, of|0.04442298412322998	metal	wood	0	350623
in|-0.07264108955860138, not|-0.21521097421646118, a|0.07148182392120361, lot|0.04480970278382301, of|0.026962950825691223, words|-0.08922699093818665, are|-0.012679544277489185, there|0.06967858225107193, shadows|0.08365871757268906, on|0.047902509570121765, the|0.005348472390323877, sidewalk|0.08080989122390747	yes	yes	1	8647
in|0.0008355173631571233, not|0.007494326215237379, a|0.008885489776730537, lot|0.03303592652082443, of|-0.003472625045105815, words|0.09722244739532471, what|0.009019848890602589, is|-0.007744458504021168, leaning|0.029045255854725838, against|-0.03125878423452377, the|0.005566108040511608, house|-0.013942540623247623	fire extinguisher	ladder	0	434410
in|0.009384745731949806, not|0.0019057313911616802, a|-0.0027475187089294195, lot|0.01341346837580204, of|0.005452084820717573, words|-0.039924487471580505, how|0.04832307621836662, many|0.07862523943185806, windows|0.030147677287459373, can|-0.0024278422351926565, you|0.007715686224400997, see|0.011524759232997894	2	1	0	434410
in|0.014960370026528835, not|0.018464345484972, a|-0.0029722421895712614, lot|-0.004774401895701885, of|0.0029626006726175547, words|0.01761084422469139, is|0.0004446535021997988, the|0.000428386265411973, person|0.00040329713374376297, feeding|-0.0029630358330905437, the|-0.0007128630531951785, birds|-0.005562884267419577	trash	yes|no	0	56205
in|-0.03757617622613907, not|0.18764758110046387, a|-0.005308541469275951, lot|-0.04796352609992027, of|0.08483780920505524, words|0.13638298213481903, are|-0.027766332030296326, there|0.08135038614273071, mattress's|-0.4071221649646759, on|0.08281389623880386, the|-0.018490634858608246, beds|0.0601733960211277	yes	yes	1	349483
in|-0.017388632521033287, not|-0.002542223082855344, a|0.01101074367761612, lot|-0.0062195779755711555, of|0.009724164381623268, words|-0.0908442884683609, what|0.034596532583236694, type|0.04845384880900383, of|0.011686705984175205, animal|0.0563167966902256, is|0.0036449150647968054, that|0.007539589889347553	horse	horse	1	460682
in|-0.12610091269016266, not|0.07297790050506592, a|0.015097413212060928, lot|-0.046799302101135254, of|0.05354011803865433, words|-0.016756229102611542, are|-0.007902149111032486, the|-0.017071828246116638, bikers|0.08800092339515686, all|-0.10911378264427185, wearing|0.12094482779502869, helmets|0.03478129580616951	yes	yes	1	374987
in|0.020212681964039803, not|0.012207728810608387, a|0.004772697575390339, lot|0.05669596791267395, of|-0.0009497709106653929, words|-0.08478923887014389, what|0.09846342355012894, sport|0.20710721611976624, are|0.03590342029929161, the|0.004230541177093983, girls|0.014615081250667572, playing|0.03423462063074112	soccer	soccer	1	387079
in|-0.0172553863376379, not|0.07034561038017273, a|-0.017175214365124702, lot|0.02188972570002079, of|0.025645088404417038, words|-0.24490267038345337, what|0.04915967583656311, vegetable|0.1886792778968811, is|0.0038049579598009586, on|0.010526412166655064, the|-0.002367605920881033, plate|0.025200482457876205	broccoli	broccoli	1	3501
in|-0.11743293702602386, not|-0.02770506963133812, a|0.006916203536093235, lot|-0.05419418588280678, of|0.04092589393258095, words|-0.030782576650381088, is|0.009753583930432796, there|0.01690594106912613, meat|-0.08189816772937775, in|-0.040436357259750366, this|-0.024532780051231384, dish|0.051774054765701294	yes	no	0	3501
in|0.026304706931114197, not|0.016668107360601425, a|-0.013226686976850033, lot|0.01651058718562126, of|0.0016807131469249725, words|0.013697149232029915, how|0.045398809015750885, many|0.06609124690294266, elephants|-0.013056890107691288, are|-0.003406886011362076, drinking|-0.026135370135307312, water|0.008855420164763927	33	15	0	245915
in|-0.17063520848751068, not|-0.2029418796300888, a|0.07495219260454178, lot|-0.0012251695152372122, of|0.02900935336947441, words|-0.13429999351501465, are|-0.03105844557285309, some|0.20785468816757202, of|0.010100913234055042, these|-0.017162518575787544, animals|-0.013710006140172482, thirsty|0.13519249856472015	yes	yes	1	245915
in|-0.1367262303829193, not|0.1558287888765335, a|0.009442037902772427, lot|-0.08860739320516586, of|0.05856382101774216, words|0.03710870072245598, do|-0.0614955797791481, all|-0.25272318720817566, the|0.003283389378339052, planes|-0.06004856154322624, have|0.02198186330497265, stripes|0.20867665112018585	yes	no	0	9699
in|-0.019396783784031868, not|0.18923117220401764, a|-0.010739757679402828, lot|-0.036012664437294006, of|0.06135174632072449, words|0.12747631967067719, are|-0.011723626405000687, these|-0.024502485990524292, zebras|0.05940529704093933, roaming|-0.18176105618476868, mountainous|0.04366888105869293, terrain|0.05371778830885887	yes	no	0	263014
in|-0.13686484098434448, not|-0.08681344985961914, a|0.02974882535636425, lot|-0.037355802953243256, of|0.02759530581533909, words|0.014653948135674, are|-0.006074000149965286, these|-0.03523324429988861, zebras|0.009662415832281113, on|0.0020419422071427107, a|-0.023396171629428864, road|0.04065972939133644	yes	yes	1	263014
in|-0.03962273150682449, not|0.002873277058824897, a|-0.0033283280208706856, lot|0.01426765788346529, of|0.007833710871636868, words|-0.050883665680885315, what|0.05212603881955147, is|0.02040024846792221, the|-0.00768342474475503, weather|0.08539261668920517, like|0.008707339875400066, outside|0.02031715214252472	sunlight	sunny	0	472930
in|-0.023266086354851723, not|-0.057226382195949554, a|0.009201464243233204, lot|0.00479509774595499, of|0.0022437244188040495, words|-0.11659787595272064, what|0.05311790853738785, time|0.11982724070549011, of|0.008559956215322018, day|0.09681810438632965, is|-0.0024944080505520105, it|0.007103924639523029	morning	night	0	554266
in|0.004256135784089565, not|-0.002373378723859787, a|-0.0003374114166945219, lot|-0.0037146280519664288, of|0.011136041954159737, words|-0.09224678575992584, what|0.10337527841329575, kind|0.07426304370164871, of|-0.0008611523080617189, light|0.11119122058153152, is|0.01708248443901539, shown|-0.03529809042811394	lava lamp	lamp	0	554266
in|0.01039583794772625, not|0.024692902341485023, a|-0.0016005728393793106, lot|0.0007210015901364386, of|0.0035154058132320642, words|0.011440527625381947, do|-0.0008535053348168731, those|-0.00020509178284555674, boots|0.0030148406513035297, look|-0.002076611388474703, well|0.004440280608832836, worn|-0.0020749911200255156	bell	yes	0	505371
in|-0.09514207392930984, not|-0.03541938588023186, a|0.051410455256700516, lot|0.009357774630188942, of|0.03118656575679779, words|-0.4158155620098114, what|0.19173400104045868, color|0.6361843943595886, is|0.0436338409781456, the|0.013872621580958366, boy's|0.03642507642507553, hair|0.3167690336704254	blonde	blonde	1	190595
in|-0.027894921600818634, not|0.006399728823453188, a|0.007767743431031704, lot|0.019649844616651535, of|0.00727419275790453, words|-0.07348577678203583, what|0.048168789595365524, colors|0.24488401412963867, are|0.009792918339371681, the|0.003655258798971772, boy's|0.007455260492861271, toothbrush|-0.019216317683458328	green		0	190595
in|-0.07897868007421494, not|-0.015262291766703129, a|0.016891315579414368, lot|0.028494039550423622, of|0.016072725877165794, words|-0.23309852182865143, what|0.02339128591120243, color|0.43463394045829773, is|0.013503707014024258, the|0.005304817110300064, street|-0.020053749904036522, lights|0.07640314102172852	green	green	1	352127
in|-0.11637312173843384, not|-0.1275743544101715, a|0.07082056254148483, lot|0.013643616810441017, of|0.0425533689558506, words|-0.1556963324546814, is|0.0026500222738832235, this|-0.007729652803391218, an|0.07462401688098907, spanish|0.24483226239681244, town|0.09683047235012054	yes	yes|no	1	8647
in|-0.18316207826137543, not|-0.19688807427883148, a|0.07727526128292084, lot|-0.033842071890830994, of|0.013766695745289326, words|-0.06057702749967575, is|-0.0004562191606964916, this|-0.021584469825029373, in|-0.01241674367338419, a|0.0029356596060097218, park|0.11329427361488342	yes	yes	1	56205
in|0.02413810044527054, not|0.009022772312164307, a|-0.0033198141027241945, lot|0.0019038382451981306, of|0.0008737624157220125, words|0.03452455624938011, is|-0.0009156587766483426, this|0.0020491424947977066, a|0.0012086257338523865, girl|-0.00680642481893301	target	yes	0	65227
in|-0.016175495460629463, not|-0.00941785890609026, a|0.003093393985182047, lot|0.006402531638741493, of|-0.0005027417792007327, words|-0.01807462051510811, what|0.01642872951924801, uniform|0.029153207316994667, is|0.006459984928369522, she|0.005068718921393156, wearing|0.04395914077758789	skirt		0	65227
in|-0.02364591881632805, not|-0.0614205040037632, a|0.02153419330716133, lot|0.09182367473840714, of|0.04279211536049843, words|-0.5463007092475891, what|0.16940422356128693, color|0.914821445941925, is|0.03527310490608215, the|0.0315062552690506, fence|0.1103099063038826	white	white	1	65227
in|-0.025748873129487038, not|-0.024283230304718018, a|0.017758233472704887, lot|0.023129796609282494, of|0.012972937896847725, words|-0.14728610217571259, what|0.04662683606147766, color|0.2935265898704529, is|-0.004652462899684906, the|0.015648452565073967, linoleum|-0.014967149123549461	white	blue	0	103488
in|0.024389442056417465, not|-0.0023650345392525196, a|-0.0042188288643956184, lot|0.00401325011625886, of|-0.0012429975904524326, words|0.014425290748476982, how|0.030099185183644295, is|0.0036005841102451086, the|0.006089258007705212, floor|0.007694159634411335, made|0.05329425632953644	ceramic	tile	0	103488
in|0.05616014450788498, not|0.003122753696516156, a|-0.01319613866508007, lot|0.017718110233545303, of|-0.005480824038386345, words|0.05870826914906502, do|0.04636291787028313, children|0.043324943631887436, like|-0.0016004254575818777, this|-0.0007425649673677981, object|-0.012303367257118225	love	yes	0	124039
in|-0.1409001648426056, not|-0.05636824294924736, a|0.03733335807919502, lot|-0.023311283439397812, of|0.06129051372408867, words|-0.017022110521793365, are|-0.0003032397944480181, the|-0.024353573098778725, red|0.11453171074390411, buses|0.06290017068386078, identical|0.19668686389923096	yes	yes|no	1	36012
in|-0.04238734021782875, not|-0.059047237038612366, a|0.022376075387001038, lot|0.028035830706357956, of|0.012414155527949333, words|-0.11222311109304428, what|0.015892429277300835, color|0.2849010229110718, is|0.006343240849673748, the|0.0007893970469012856, road|0.08479984849691391	white	brown|gray	0	84018
in|-0.22437739372253418, not|-0.0857010930776596, a|0.040814805775880814, lot|-0.09659791737794876, of|0.028834030032157898, words|-0.05689888074994087, does|0.026628024876117706, this|-0.025192365050315857, orange|0.06776226311922073, have|0.024067675694823265, seeds|0.030688300728797913	yes	yes	1	354333
in|-0.12668302655220032, not|0.15325863659381866, a|0.0009365333244204521, lot|-0.09844017028808594, of|0.04561237245798111, words|0.09176114201545715, is|0.018567729741334915, this|-0.016551712527871132, a|-0.010413415729999542, whole|-0.14770172536373138, orange|-0.03704943135380745	yes	no	0	354333
in|-0.00573662668466568, not|0.029013678431510925, a|0.008777623064815998, lot|0.001662685303017497, of|0.007770563010126352, words|-0.06495450437068939, what|0.038358282297849655, are|0.014958863146603107, they|0.008598816581070423, standing|0.024965403601527214, on|0.03406497836112976	skis	cauliflower	0	26448
in|-0.18597985804080963, not|-0.12540431320667267, a|0.0341065339744091, lot|-0.051712777465581894, of|0.03690978139638901, words|-0.028612827882170677, who|-0.0638691782951355, is|-0.010537245310842991, in|-0.013857720419764519, the|0.007214561570435762, bed|0.05113662779331207	yes	no one|nobody	0	443797
in|0.03687272220849991, not|0.012607910670340061, a|-0.01596180349588394, lot|0.03227401524782181, of|0.004257194232195616, words|-0.023184092715382576, what|0.0029302097391337156, brand|0.033862389624118805, is|-0.0010639041429385543, the|-0.00321255368180573, umbrella|0.03819337859749794	coca cola		0	530162
in|-0.22371304035186768, not|-0.08349661529064178, a|0.07010389119386673, lot|-0.0845799371600151, of|0.03332778811454773, words|-0.00786039512604475, is|0.012350465171039104, the|-0.0014484311686828732, man|-0.06513654440641403, using|-0.10667628049850464, potholders|0.0845557153224945	yes	yes|no	0	533452
